"Statistic Label","CensusYear","Sex","Means of Travel","At Work, Childcare, School or College","UNIT","VALUE"
"Persons Usually Resident and Present in the State","2011","Female","Motor car: Passenger","Students at school or college aged 19 years and over","Number","8795"
"Persons Usually Resident and Present in the State","2011","Female","Other means (incl. lorry or van)","All persons","Number","4104"
"Persons Usually Resident and Present in the State","2011","Female","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","3187"
"Persons Usually Resident and Present in the State","2011","Female","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Female","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","490"
"Persons Usually Resident and Present in the State","2011","Female","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","299"
"Persons Usually Resident and Present in the State","2011","Female","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","128"
"Persons Usually Resident and Present in the State","2011","Female","Not stated","All persons","Number","42548"
"Persons Usually Resident and Present in the State","2011","Female","Not stated","Population aged 15 years and over at work","Number","28193"
"Persons Usually Resident and Present in the State","2011","Female","Not stated","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Female","Not stated","Children at school aged between 5 and 12 years","Number","8542"
"Persons Usually Resident and Present in the State","2011","Female","Not stated","Students at school or college aged between 13 and 18 years","Number","2665"
"Persons Usually Resident and Present in the State","2011","Female","Not stated","Students at school or college aged 19 years and over","Number","3148"
"Persons Usually Resident and Present in the State","2011","Female","All means of travel","All persons","Number","1316751"
"Persons Usually Resident and Present in the State","2011","Female","All means of travel","Population aged 15 years and over at work","Number","815177"
"Persons Usually Resident and Present in the State","2011","Female","All means of travel","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2011","Female","All means of travel","Children at school aged between 5 and 12 years","Number","244623"
"Persons Usually Resident and Present in the State","2011","Female","All means of travel","Students at school or college aged between 13 and 18 years","Number","158287"
"Persons Usually Resident and Present in the State","2011","Female","All means of travel","Students at school or college aged 19 years and over","Number","98664"
"Persons Usually Resident and Present in the State","2016","Both sexes","On foot","All persons","Number","426221"
"Persons Usually Resident and Present in the State","2016","Both sexes","On foot","Population aged 15 years and over at work","Number","175080"
"Persons Usually Resident and Present in the State","2016","Both sexes","On foot","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","On foot","Children at school aged between 5 and 12 years","Number","128218"
"Persons Usually Resident and Present in the State","2016","Both sexes","On foot","Students at school or college aged between 13 and 18 years","Number","74111"
"Persons Usually Resident and Present in the State","2016","Both sexes","On foot","Students at school or college aged 19 years and over","Number","48812"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bicycle","All persons","Number","82123"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bicycle","Population aged 15 years and over at work","Number","56837"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bicycle","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bicycle","Children at school aged between 5 and 12 years","Number","7326"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bicycle","Students at school or college aged between 13 and 18 years","Number","7282"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bicycle","Students at school or college aged 19 years and over","Number","10678"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bus, minibus or coach","All persons","Number","313097"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bus, minibus or coach","Population aged 15 years and over at work","Number","111436"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bus, minibus or coach","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","56145"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","99573"
"Persons Usually Resident and Present in the State","2016","Both sexes","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","45943"
"Persons Usually Resident and Present in the State","2016","Both sexes","Train, DART or LUAS","All persons","Number","82627"
"Persons Usually Resident and Present in the State","2016","Both sexes","Train, DART or LUAS","Population aged 15 years and over at work","Number","63133"
"Persons Usually Resident and Present in the State","2016","Both sexes","Train, DART or LUAS","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","701"
"Persons Usually Resident and Present in the State","2016","Both sexes","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","5649"
"Persons Usually Resident and Present in the State","2016","Both sexes","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","13144"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motorcycle or scooter","All persons","Number","8565"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motorcycle or scooter","Population aged 15 years and over at work","Number","7990"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motorcycle or scooter","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","160"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","415"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Driver","All persons","Number","1202441"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Driver","Population aged 15 years and over at work","Number","1152631"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Driver","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","5039"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Driver","Students at school or college aged 19 years and over","Number","44771"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Passenger","All persons","Number","570254"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Passenger","Population aged 15 years and over at work","Number","77335"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Passenger","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","327039"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","146755"
"Persons Usually Resident and Present in the State","2016","Both sexes","Motor car: Passenger","Students at school or college aged 19 years and over","Number","19125"
"Persons Usually Resident and Present in the State","2016","Both sexes","Other means (incl. lorry or van)","All persons","Number","140227"
"Persons Usually Resident and Present in the State","2016","Both sexes","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","137622"
"Persons Usually Resident and Present in the State","2016","Both sexes","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","1066"
"Persons Usually Resident and Present in the State","2016","Both sexes","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","695"
"Persons Usually Resident and Present in the State","2016","Both sexes","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","844"
"Persons Usually Resident and Present in the State","2016","Both sexes","Not stated","All persons","Number","136995"
"Persons Usually Resident and Present in the State","2016","Both sexes","Not stated","Population aged 15 years and over at work","Number","93709"
"Persons Usually Resident and Present in the State","2016","Both sexes","Not stated","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","Not stated","Children at school aged between 5 and 12 years","Number","26119"
"Persons Usually Resident and Present in the State","2016","Both sexes","Not stated","Students at school or college aged between 13 and 18 years","Number","10697"
"Persons Usually Resident and Present in the State","2016","Both sexes","Not stated","Students at school or college aged 19 years and over","Number","6470"
"Persons Usually Resident and Present in the State","2016","Both sexes","All means of travel","All persons","Number","2962550"
"Persons Usually Resident and Present in the State","2016","Both sexes","All means of travel","Population aged 15 years and over at work","Number","1875773"
"Persons Usually Resident and Present in the State","2016","Both sexes","All means of travel","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Both sexes","All means of travel","Children at school aged between 5 and 12 years","Number","546614"
"Persons Usually Resident and Present in the State","2016","Both sexes","All means of travel","Students at school or college aged between 13 and 18 years","Number","349961"
"Persons Usually Resident and Present in the State","2016","Both sexes","All means of travel","Students at school or college aged 19 years and over","Number","190202"
"Persons Usually Resident and Present in the State","2016","Male","On foot","All persons","Number","204428"
"Persons Usually Resident and Present in the State","2016","Male","On foot","Population aged 15 years and over at work","Number","79566"
"Persons Usually Resident and Present in the State","2016","Male","On foot","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","On foot","Children at school aged between 5 and 12 years","Number","64764"
"Persons Usually Resident and Present in the State","2016","Male","On foot","Students at school or college aged between 13 and 18 years","Number","37614"
"Persons Usually Resident and Present in the State","2016","Male","On foot","Students at school or college aged 19 years and over","Number","22484"
"Persons Usually Resident and Present in the State","2016","Male","Bicycle","All persons","Number","60110"
"Persons Usually Resident and Present in the State","2016","Male","Bicycle","Population aged 15 years and over at work","Number","41341"
"Persons Usually Resident and Present in the State","2016","Male","Bicycle","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Bicycle","Children at school aged between 5 and 12 years","Number","4858"
"Persons Usually Resident and Present in the State","2016","Male","Bicycle","Students at school or college aged between 13 and 18 years","Number","6588"
"Persons Usually Resident and Present in the State","2016","Male","Bicycle","Students at school or college aged 19 years and over","Number","7323"
"Persons Usually Resident and Present in the State","2016","Male","Bus, minibus or coach","All persons","Number","150573"
"Persons Usually Resident and Present in the State","2016","Male","Bus, minibus or coach","Population aged 15 years and over at work","Number","49788"
"Persons Usually Resident and Present in the State","2016","Male","Bus, minibus or coach","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","29410"
"Persons Usually Resident and Present in the State","2016","Male","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","49934"
"Persons Usually Resident and Present in the State","2016","Male","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","21441"
"Persons Usually Resident and Present in the State","2016","Male","Train, DART or LUAS","All persons","Number","42126"
"Persons Usually Resident and Present in the State","2016","Male","Train, DART or LUAS","Population aged 15 years and over at work","Number","32307"
"Persons Usually Resident and Present in the State","2016","Male","Train, DART or LUAS","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","383"
"Persons Usually Resident and Present in the State","2016","Male","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","2933"
"Persons Usually Resident and Present in the State","2016","Male","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","6503"
"Persons Usually Resident and Present in the State","2016","Male","Motorcycle or scooter","All persons","Number","7173"
"Persons Usually Resident and Present in the State","2016","Male","Motorcycle or scooter","Population aged 15 years and over at work","Number","6740"
"Persons Usually Resident and Present in the State","2016","Male","Motorcycle or scooter","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","97"
"Persons Usually Resident and Present in the State","2016","Male","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","336"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Driver","All persons","Number","585947"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Driver","Population aged 15 years and over at work","Number","561704"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Driver","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","2971"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Driver","Students at school or college aged 19 years and over","Number","21272"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Passenger","All persons","Number","279802"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Passenger","Population aged 15 years and over at work","Number","33351"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Passenger","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","165890"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","71622"
"Persons Usually Resident and Present in the State","2016","Male","Motor car: Passenger","Students at school or college aged 19 years and over","Number","8939"
"Persons Usually Resident and Present in the State","2016","Male","Other means (incl. lorry or van)","All persons","Number","136221"
"Persons Usually Resident and Present in the State","2016","Male","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","134521"
"Persons Usually Resident and Present in the State","2016","Male","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","573"
"Persons Usually Resident and Present in the State","2016","Male","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","401"
"Persons Usually Resident and Present in the State","2016","Male","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","726"
"Persons Usually Resident and Present in the State","2016","Male","Not stated","All persons","Number","75076"
"Persons Usually Resident and Present in the State","2016","Male","Not stated","Population aged 15 years and over at work","Number","52639"
"Persons Usually Resident and Present in the State","2016","Male","Not stated","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","Not stated","Children at school aged between 5 and 12 years","Number","13640"
"Persons Usually Resident and Present in the State","2016","Male","Not stated","Students at school or college aged between 13 and 18 years","Number","5579"
"Persons Usually Resident and Present in the State","2016","Male","Not stated","Students at school or college aged 19 years and over","Number","3218"
"Persons Usually Resident and Present in the State","2016","Male","All means of travel","All persons","Number","1541456"
"Persons Usually Resident and Present in the State","2016","Male","All means of travel","Population aged 15 years and over at work","Number","991957"
"Persons Usually Resident and Present in the State","2016","Male","All means of travel","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Male","All means of travel","Children at school aged between 5 and 12 years","Number","279518"
"Persons Usually Resident and Present in the State","2016","Male","All means of travel","Students at school or college aged between 13 and 18 years","Number","177739"
"Persons Usually Resident and Present in the State","2016","Male","All means of travel","Students at school or college aged 19 years and over","Number","92242"
"Persons Usually Resident and Present in the State","2016","Female","On foot","All persons","Number","221793"
"Persons Usually Resident and Present in the State","2016","Female","On foot","Population aged 15 years and over at work","Number","95514"
"Persons Usually Resident and Present in the State","2016","Female","On foot","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","On foot","Children at school aged between 5 and 12 years","Number","63454"
"Persons Usually Resident and Present in the State","2016","Female","On foot","Students at school or college aged between 13 and 18 years","Number","36497"
"Persons Usually Resident and Present in the State","2016","Female","On foot","Students at school or college aged 19 years and over","Number","26328"
"Persons Usually Resident and Present in the State","2016","Female","Bicycle","All persons","Number","22013"
"Persons Usually Resident and Present in the State","2016","Female","Bicycle","Population aged 15 years and over at work","Number","15496"
"Persons Usually Resident and Present in the State","2016","Female","Bicycle","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Bicycle","Children at school aged between 5 and 12 years","Number","2468"
"Persons Usually Resident and Present in the State","2016","Female","Bicycle","Students at school or college aged between 13 and 18 years","Number","694"
"Persons Usually Resident and Present in the State","2016","Female","Bicycle","Students at school or college aged 19 years and over","Number","3355"
"Persons Usually Resident and Present in the State","2016","Female","Bus, minibus or coach","All persons","Number","162524"
"Persons Usually Resident and Present in the State","2016","Female","Bus, minibus or coach","Population aged 15 years and over at work","Number","61648"
"Persons Usually Resident and Present in the State","2016","Female","Bus, minibus or coach","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","26735"
"Persons Usually Resident and Present in the State","2016","Female","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","49639"
"Persons Usually Resident and Present in the State","2016","Female","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","24502"
"Persons Usually Resident and Present in the State","2016","Female","Train, DART or LUAS","All persons","Number","40501"
"Persons Usually Resident and Present in the State","2016","Female","Train, DART or LUAS","Population aged 15 years and over at work","Number","30826"
"Persons Usually Resident and Present in the State","2016","Female","Train, DART or LUAS","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","318"
"Persons Usually Resident and Present in the State","2016","Female","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","2716"
"Persons Usually Resident and Present in the State","2016","Female","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","6641"
"Persons Usually Resident and Present in the State","2016","Female","Motorcycle or scooter","All persons","Number","1392"
"Persons Usually Resident and Present in the State","2016","Female","Motorcycle or scooter","Population aged 15 years and over at work","Number","1250"
"Persons Usually Resident and Present in the State","2016","Female","Motorcycle or scooter","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","63"
"Persons Usually Resident and Present in the State","2016","Female","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","79"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Driver","All persons","Number","616494"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Driver","Population aged 15 years and over at work","Number","590927"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Driver","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","2068"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Driver","Students at school or college aged 19 years and over","Number","23499"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Passenger","All persons","Number","290452"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Passenger","Population aged 15 years and over at work","Number","43984"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Passenger","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","161149"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","75133"
"Persons Usually Resident and Present in the State","2016","Female","Motor car: Passenger","Students at school or college aged 19 years and over","Number","10186"
"Persons Usually Resident and Present in the State","2016","Female","Other means (incl. lorry or van)","All persons","Number","4006"
"Persons Usually Resident and Present in the State","2016","Female","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","3101"
"Persons Usually Resident and Present in the State","2016","Female","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","493"
"Persons Usually Resident and Present in the State","2016","Female","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","294"
"Persons Usually Resident and Present in the State","2016","Female","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","118"
"Persons Usually Resident and Present in the State","2016","Female","Not stated","All persons","Number","61919"
"Persons Usually Resident and Present in the State","2016","Female","Not stated","Population aged 15 years and over at work","Number","41070"
"Persons Usually Resident and Present in the State","2016","Female","Not stated","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","Not stated","Children at school aged between 5 and 12 years","Number","12479"
"Persons Usually Resident and Present in the State","2016","Female","Not stated","Students at school or college aged between 13 and 18 years","Number","5118"
"Persons Usually Resident and Present in the State","2016","Female","Not stated","Students at school or college aged 19 years and over","Number","3252"
"Persons Usually Resident and Present in the State","2016","Female","All means of travel","All persons","Number","1421094"
"Persons Usually Resident and Present in the State","2016","Female","All means of travel","Population aged 15 years and over at work","Number","883816"
"Persons Usually Resident and Present in the State","2016","Female","All means of travel","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2016","Female","All means of travel","Children at school aged between 5 and 12 years","Number","267096"
"Persons Usually Resident and Present in the State","2016","Female","All means of travel","Students at school or college aged between 13 and 18 years","Number","172222"
"Persons Usually Resident and Present in the State","2016","Female","All means of travel","Students at school or college aged 19 years and over","Number","97960"
"Persons Usually Resident and Present in the State","2022","Both sexes","On foot","All persons","Number","456291"
"Persons Usually Resident and Present in the State","2022","Both sexes","On foot","Population aged 15 years and over at work","Number","178111"
"Persons Usually Resident and Present in the State","2022","Both sexes","On foot","Children at school or childcare aged between 0 and 4 years","Number","27836"
"Persons Usually Resident and Present in the State","2022","Both sexes","On foot","Children at school aged between 5 and 12 years","Number","133314"
"Persons Usually Resident and Present in the State","2022","Both sexes","On foot","Students at school or college aged between 13 and 18 years","Number","77793"
"Persons Usually Resident and Present in the State","2022","Both sexes","On foot","Students at school or college aged 19 years and over","Number","39237"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bicycle","All persons","Number","97212"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bicycle","Population aged 15 years and over at work","Number","60671"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bicycle","Children at school or childcare aged between 0 and 4 years","Number","2146"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bicycle","Children at school aged between 5 and 12 years","Number","13752"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bicycle","Students at school or college aged between 13 and 18 years","Number","13055"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bicycle","Students at school or college aged 19 years and over","Number","7588"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bus, minibus or coach","All persons","Number","323923"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bus, minibus or coach","Population aged 15 years and over at work","Number","119095"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bus, minibus or coach","Children at school or childcare aged between 0 and 4 years","Number","2275"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","51597"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","101393"
"Persons Usually Resident and Present in the State","2022","Both sexes","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","49563"
"Persons Usually Resident and Present in the State","2022","Both sexes","Train, DART or LUAS","All persons","Number","85316"
"Persons Usually Resident and Present in the State","2022","Both sexes","Train, DART or LUAS","Population aged 15 years and over at work","Number","60885"
"Persons Usually Resident and Present in the State","2022","Both sexes","Train, DART or LUAS","Children at school or childcare aged between 0 and 4 years","Number","256"
"Persons Usually Resident and Present in the State","2022","Both sexes","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","964"
"Persons Usually Resident and Present in the State","2022","Both sexes","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","7251"
"Persons Usually Resident and Present in the State","2022","Both sexes","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","15960"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motorcycle or scooter","All persons","Number","9150"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motorcycle or scooter","Population aged 15 years and over at work","Number","8481"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motorcycle or scooter","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","182"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","487"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Driver","All persons","Number","1254419"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Driver","Population aged 15 years and over at work","Number","1199481"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Driver","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","6660"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Driver","Students at school or college aged 19 years and over","Number","48278"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Passenger","All persons","Number","691044"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Passenger","Population aged 15 years and over at work","Number","84666"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Passenger","Children at school or childcare aged between 0 and 4 years","Number","119350"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","310948"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","158579"
"Persons Usually Resident and Present in the State","2022","Both sexes","Motor car: Passenger","Students at school or college aged 19 years and over","Number","17501"
"Persons Usually Resident and Present in the State","2022","Both sexes","Other means (incl. lorry or van)","All persons","Number","162915"
"Persons Usually Resident and Present in the State","2022","Both sexes","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","159009"
"Persons Usually Resident and Present in the State","2022","Both sexes","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","691"
"Persons Usually Resident and Present in the State","2022","Both sexes","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","1516"
"Persons Usually Resident and Present in the State","2022","Both sexes","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","985"
"Persons Usually Resident and Present in the State","2022","Both sexes","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","714"
"Persons Usually Resident and Present in the State","2022","Both sexes","Not stated","All persons","Number","266412"
"Persons Usually Resident and Present in the State","2022","Both sexes","Not stated","Population aged 15 years and over at work","Number","163872"
"Persons Usually Resident and Present in the State","2022","Both sexes","Not stated","Children at school or childcare aged between 0 and 4 years","Number","7167"
"Persons Usually Resident and Present in the State","2022","Both sexes","Not stated","Children at school aged between 5 and 12 years","Number","51026"
"Persons Usually Resident and Present in the State","2022","Both sexes","Not stated","Students at school or college aged between 13 and 18 years","Number","22475"
"Persons Usually Resident and Present in the State","2022","Both sexes","Not stated","Students at school or college aged 19 years and over","Number","21872"
"Persons Usually Resident and Present in the State","2022","Both sexes","All means of travel","All persons","Number","3346682"
"Persons Usually Resident and Present in the State","2022","Both sexes","All means of travel","Population aged 15 years and over at work","Number","2034271"
"Persons Usually Resident and Present in the State","2022","Both sexes","All means of travel","Children at school or childcare aged between 0 and 4 years","Number","159721"
"Persons Usually Resident and Present in the State","2022","Both sexes","All means of travel","Children at school aged between 5 and 12 years","Number","563117"
